"ID_Item"	"Titre"	"Description"	"Contenu"	"Categorie"	"Lien"	"Date_Recup"	"Date_publication"	"ID_flux"	"typeFlux"	"Journal"
"175992"	"Pacha K’Anchay: Eco-Tourism in the Argentine Yungas"	"Cristina Trujillo get her hands dirty in a stay a Pacha K'Anchay, an eco-lodge in the province of Salta that offers accommodation in exchange for volunteer work."	"NULL"	"TOP STORY; Travel; eco tourism; eco-lodge; pacha k'anchay; salta; sustainable tourism; volunteering; wwoof"	"http://www.argentinaindependent.com/top-story/pacha-kanchay-eco-tourism-in-the-argentine-yungas/"	"2014-01-16 17:26:50"	"2014-01-16 16:30:46"	"85"	"General"	"argentina independent"
"275140"	"Argentina News Roundup: 29th January 2014"	"Today's news from Argentina: budget and staff cuts announced in Río Negro; residents of Salta affected by changing border; new ambulance to serve Villa 21."	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; alberto weretilneck; bolivia; border; budget cuts; cultural ambulance; rio negro; salta; villa 21"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-29th-january-2014/"	"2014-01-29 21:29:25"	"2014-01-29 21:23:14"	"85"	"General"	"argentina independent"
"18466"	"Bolivia Enters Space Age with Launch of First Satellite"	"Bolivia’s first satellite, Tupac Katuri, has launched successfully from space station Xichang in the western Chinese province of Sichuan, marking Bolivia’s entry into the space age. Bolivian President Evo Morales flew to China to oversee the launch."	"NULL"	"Current Affairs; News From Latin America; Round Ups Latin America; bolivian satellite; bolivian space agency; Evo Morales; satellite launch; spanish empire; tupac katuri"	"http://www.argentinaindependent.com/currentaffairs/bolivia-enters-space-age-launch-first-satellite/"	"2013-12-20 20:56:02"	"2013-12-20 20:23:48"	"85"	"General"	"argentina independent"
"178025"	"Argentina News Roundup: 16th January 2014"	"Today's news from around Argentina: Zanón cooperative workers given factory's title deeds; Heatwave leads to more blackouts; Córdoba police arrested over their role in December protests"	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; arrests; blackouts; cooperative; Cordoba; factory; heatwave; police; Zanon"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-16th-january-2014/"	"2014-01-16 22:26:54"	"2014-01-16 22:24:54"	"85"	"General"	"argentina independent"
"540804"	"Latin America News Roundup: 7th March 2014"	"Today's news from Latin America: Militias in the Mexican state of Michoacán agree to ""gradual demobilisation""; farmers denounce environmental damage in Costa Rica; Brazilian court recognises rural settlement."	"Family and friends mourn victim of clashes between militias and army (photo: AFP/Alfredo Estrella/Télam/aa) Mexico – Michoacán Militias Agree to “Gradual Demobilisation”: The self-defence groups operating in the Mexican state of Michoacán have reached an agreeement with the federal government by which they will undertake a “gradual demobilisation”. Militia leaders have committed to staying away from urban areas and to doing a “clean-up” within their ranks. Estanislao Beltrán, a spokesman for the militias, confirmed that “we will do a clean-up of all those who are in the towns and who were part of the movement. Those who have problems, who have legal problems and those who are criminals, they will have to pay,” adding that “we don’t negotiate with criminals.” They will also remove barricades in areas “where they are not needed anymore” due to the presence of federal security forces. Militias were formed in Michoacán as a way to protect the population from the criminal activities of drug cartels. Earlier this year, the federal and local governments announced the implementation of a joint strategy to regain control of the state and take over security procedures. Costa Rica – Farmers Denounce Environmental Damage: The North Land and Freedom organisation, in northern Costa Rica, has denounced that the construction of a hydroelectric dam in the area is causing widespread environmental damage. The Bijagua hydroelectric project, carried out by cooperative Coopeguanacaste, is expected to have a capacity of 17.39 MW once completed. However, according to a statement by North Land and Freedom, “the cooperative has opened at least three different work sites and within a few days it has destroyed the protected areas of the Zapote and Bijagua rivers, despite the water law banning works in the banks of rivers and ravines.” The statement also accuses Coopeguanacuaste of removing vegetation in order to build a tunnel and other complementary works in the area. “Even though the environmental impact assessment for the Bijagua Hydroelectric Project was approved on 18th December 2012 (…) this cannot be a blank cheque for the Cooperative to destroy the ecosystems in the region.” North Land and Freedom brings together farmers’ organisations from Upala, Los Chiles, and Guatuso, as well as the Maléku indigenous community. Brazil – Court Recognises Rural Settlement: At least 78 families from the Osvaldo de Oliveira camp obtained their right to own land. This came after four evictions and three years of struggle at the settlement in Macaé, Rio de Janeiro. Last week, judge Eduardo Aidé Bueno de Camargo confirmed the beginning of the process to regularise the situation of the families. In September 2010 the zone had been declared an area of social interest through a decree signed by former president Lula Da Silva. Then, in 2012, the National Institute for Colonisation and Agrarian Reform determined the divestment of the lands. The families are part of the Landless Workers’ Movement (MST). Story courtesy of Agencia Púlsar."	"News From Latin America; Round Ups Latin America; brazil; Costa Rica; demobilisation; environmental damage; michoacan; militias; MST; north land and freedom; Osvaldo de Oliveira; settlement"	"http://www.argentinaindependent.com/currentaffairs/newsfromlatinamerica/latin-america-news-roundup-7th-march-2014/"	"2014-03-07 22:21:49"	"2014-03-07 22:18:29"	"85"	"General"	"argentina independent"
"342316"	"Argentina News Roundup: 7th February 2014"	"Today's news from Argentina: hundreds evacuated and one dead due to heavy rains; consumers boycott supermarkets over price hikes; policemen in Córdoba prosecuted over drug trafficking links; Vice-president Boudou submitted statement on Ciccone case."	"Flooding in the City of Buenos Aires (photo: María Candelaria Lagos/Télam/lz) Hundreds of People Evacuated Due to Heavy Rain: At least 2,000 people had to be evacuated today as torrential rains hit the province of Buenos Aires. A woman died after being dragged by the water of a creek which had burst is banks in the Greater Buenos Aires district of Almirante Brown, where over 100 people were evacuated. A similar number of people had to be evacuated in Berisso, near La Plata, and around 60 in Luján due to flooding. The towns of San Nicolás, San Pedro, Arrecifes, and Ramallo are also amongst the worst affected, according to Infobae. In the capital, several neighbourhoods flooded, over 100 traffic lights stopped working, and subtes and trains suffered delays and service suspensions throughout the day. In the neighbourhood of Villa Lugano, a service station was struck by lightning, causing a small fire that was quickly put out by firefighters. Consumers Boycott Supermarkets in Protest at Price Hikes: Groups of consumers today took part in a collective boycott of supermarkets and petrol stations in protest at recent price hikes. The movement, named ’7F Apagon al consumo’ (consumer ‘black out’), was shared by thousands on Twitter and Facebook since being created last weekend, though there are no reliable measures of how many people took part today. The president of the Union of Consumers in Argentina, Fernando Blanco Muiño, today supported the measure, saying it was “educational” for consumers. “It is important to make consumers aware of they power they have to unite under a single banner and form a social front against the abuses of economic powers,” Muiño told Télam. In a separate measure, the director of the Federation of Chinese Supermarkets and Associations in Argentina, Miguel Angel Calvete, announced today that over 1,100 Chinese-owned supermarkets in Greater Buenos Aires and Rosario would boycott meat suppliers until next Tuesday to protest “excessive” price increases. Policemen Prosecuted Over Drug Trafficking Links: Eight policemen and an informant were prosecuted in Córdoba yesterday due to alleged links with drug trafficking organisations. They have been accused of seizing drug shipments from drug trafficking groups and handing them over to rival gangs. Two of the officers involved are the former heads of the Anti-Drug Trafficking Division of the Córdoba police between 2009 and 2013. The on-going investigation into the relationship between policemen and drug traffickers has already caused a former security minister and police chief to resign. Vice-President Boudou Submitted Statement Over Ciccone Case: Vice-President Amado Boudou appeared before a judge today over the Ciccone case. After prosecutor Jorge Di Lello requested Boudou be called in to declare yesterday, the vice-president decided to spontaneously appear before the judge and submit two statements detailing his position. In one of the statements, Boudou said that “the process of lifting Ciccone Calcográfica S.A.’s bankruptcy and the payment plan [awarded to it] was the product of a judicial decision, on one hand, and of the discretionary faculties of the head of [tax agency] AFIP.” According to his lawyer, Boudou “will face the court like any other citizen”, rather than requesting immunity due to his elected position. This morning, Chief of Cabinet Jorge Capitanich defended the vice-president and said he is being the victim of a “media lynching”."	"Current Affairs; News From Argentina; Round Ups Latin America; boudou; boycott; Ciccone; Cordoba; corruption; Drug trafficking; Flooding; inflation; police; rain; supermarkets"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-7th-february-2014/"	"2014-02-07 22:22:05"	"2014-02-07 21:55:26"	"85"	"General"	"argentina independent"
"307602"	"Latin America News Roundup: 3rd February 2014"	"Today's news from around the region: Elections in El Salvador and Costa Rica go to run-offs; Unesco report shows Cuba has highest literacy rate in region; Honduras reestablishes diplomatic ties with Venezuela, Cuba, and Ecuador."	"Salvador Sánchez Cerén, frontrunner in the El Salvadorian presidential elections (photo: wikipedia.org) El Salvador Presidential Elections go to Second Round: With nearly all the votes counted, results indicate yesterday’s presidential election in El Salvador will go to a run-off on 9th March. Current vice president Salvador Sánchez Cerén from the governing left-wing FMLN party received 48.9% of the votes, and will face conservative Norman Quijano from the Nationalist Republican Alliance, ARENA, who took 38.9% in the first round. The winner will take power on 1st June and will govern the country for the next five years. Both candidates accepted the results and announced their willingness to form alliances with other political parties. Sánchez Cerén has already reached out to the UNIDAD movement’s candidate, Elías Antonio Saca, to work together in the next government. Sunday’s election had a turnout of just 53%, according to the Supreme Electoral Tribunal, almost ten percentage points lower than the 2009 elections. Costa Rica Elections: Residents of Costa Rica also went to the polls yesterday to vote in the country’s general elections, choosing new representatives in congress, new governors, and a new president. With no outright winner, the two leading presidential candidates will face a run-off on 6th April. The governing Partido Liberación Nacional (PLN)’s candidate, Johnny Araya, who obtained 29.5% of the vote, will face Partido Acción Ciudadana (PAC)’s Luis Guillermo Solís, who obtained 31% of the vote. Neither candidate has so far spoken of potential alliances, but it seems likely the winner will have to form some kind of coalition to govern, as they will face a divided congress when they take power on 8th May. PLN received 18 of the 57 legislative seats, PAC took 13, with the remainder divided between five other parties. Honduras – Diplomatic Relations Re-established with Latin American countries: The governments of Venezuela, Colombia, and Ecuador officially recognised Juan Orlando Hernández’s government in Honduras at last week’s Celac summit in Cuba. Following this, the three countries announced at the weekend they would re-establish diplomatic ties with the Central American nation after almost five years, when a coup ousted democratically-elected Juan Manuel Zelaya, leading to a political crisis in the country, and a diplomatic crisis in the region. Cuba has Highest Literacy Rate in Latin America: According to a UNESCO report published on Saturday, Cuba has the highest literacy rate in Latin America. The annual report, entitled ‘Teaching and Learning: Achieving Quality for All‘, highlighted the Caribbean island’s achievements, noting that 13% of the country’s GDP goes towards education, compared to a regional average of 5.5%. The report looked at countries’ progress under the Education for All global commitment to provide basic education for all children, youth, and adults, as agreed at the World Education Forum in Dakar in 2000. At the forum, 164 governments pledged to work towards six goals to be met by 2015, and are working with development agencies, civil society, and the private sector to achieve the targets, under the coordination of UNESCO. In Latin America, around 10% of children of school age are not achieving basic standards in reading and writing, and 30% are lacking in mathematics. Standards varied widely by country, and within social groups within national borders, with the poorest often faring the worst. For example, in Haiti only 42% of young people from a poor background know how to read and write, compared to 92% of their better off compatriots. The report highlighted that if current trends continue, developing countries will not achieve their targets until 2072."	"Current Affairs; News From Latin America; Round Ups Latin America; Costa Rica; cuba; diplomacy; ecuador; education; el salvador; elections; Honduras; literacy; UNESCO; venezuela"	"http://www.argentinaindependent.com/currentaffairs/latin-america-news-roundup-3rd-february-2014/"	"2014-02-03 20:31:14"	"2014-02-03 20:27:30"	"85"	"General"	"argentina independent"
"10626"	"Senate Ratifies Controversial Pick for Head of Armed Forces"	"After six hours of debate, late yesterday the senate approved the president's controversial pick for the head of the military, Cesar Milani."	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; Cesar Milani; military promotion; Senate"	"http://www.argentinaindependent.com/currentaffairs/senate-ratifies-controversial-pick-for-head-of-armed-forces/"	"2013-12-19 19:50:35"	"2013-12-19 19:22:55"	"85"	"General"	"argentina independent"
"455918"	"Argentina News Roundup: 24th February 2014"	"Today's news from Argentina: Trial over police violence in December 2001 protests begins today; social groups demand released of indigenous detainees in Chaco; teachers threaten strike if wage negotiations fail."	"Young men fight against the police in December 2001 (Photo: Sub Coop/Nicolas Pousthomis) Trial Begins Over December 2001 Deaths: The trial of 17 former civil servants and police officers for their role in the violent suppression of protests in Buenos Aires at the end of 2001 began today. Five people were killed and hundreds injured in the capital during clashes between protesters and police on 19th and 20th December 2001. Among those facing various charges that include manslaughter, causing injury, and abuse of authority, are ex security secretary Enrique Mathov, and former chief of police, Rubén Santos. Ex president Fernando De la Rúa, who fled from the Casa Rosada by helicopter on the evening of 20th December, has already been absolved of blame for the violence and is not among the accused. In total, 38 people were killed across the country in two days of violent protests at the height of Argentina’s economic crisis in 2001-2002, which culminated in a historic default and mega-devaluation a few days later. Social Groups Demand Release of Detainees in Chaco: The lawyer of five indigenous men who have been detained since last Thursday in Pampa de Indio, Chaco, said they were being held without the proper court order and issued a habeus corpus (writ) yesterday demanding their release. The five were arrested during violent clashes with police who came to remove indigenous groups that had blocked a provincial highway in protest at planned changes to food welfare programmes. “It’s noteworthy how they try to use judicial practices for local detainees that do not conform with national and international standards, especially when they are indigenous,” said lawyer Gonzalo García Veritá. However, Provincial Assistant Prosecutor General Hugo Miguel Fonteina said that the five men had not made a complaint about their arrest or treatment by police, and that all the correct procedures were being performed. Several social groups are planning a march in the city of Resistencia on Thursday to demand the release of the men and guarantees from the provincial government over its social programmes. Teachers Threaten Strikes If Salary Negotiations Fail: The national teachers’ union CTERA threatened to go on strike for 48 hours on 5th and 6th March if an agreement on wage increases is not reached with the government. The first round of negotiations ended on Friday without agreement, with CTERA leader Stella Maldonado announcing the potential for industrial action while waiting for another round of talks. “We are against the 22% increase the government proposed – this is a long way from the needs of the people,” said Maldonado, adding that the union was “mobilised and in a state of alert”. Teachers affiliated to various unions are asking for increases of between 42% and 66% on last year’s salaries. This morning, Cabinet Chief Jorge Capitanich reiterated that the national government only negotiates a starting salary, and that the final wage agreements would be made by authorities in each provincial jurisdiction. Capitanich added that the government would make a “unilateral proposal” if an agreement could not be reached."	"Current Affairs; News From Argentina; Round Ups Argentina; 2001; argentina economic crisis; chaco; CTERA; indigenous rights; pampa del indio; teachers strikes; wage increases"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-24th-february-2014/"	"2014-02-24 22:03:01"	"2014-02-24 21:29:47"	"85"	"General"	"argentina independent"
"315953"	"Latin America News Roundup: 4th February 2014"	"In today's news from around the region: Illegal spying scandal rocks Colombian peace talks; farmers in Paraguay demand investigation into murder of activist; and hundreds of dead dolphins found in Peru."	"Juan Manuel Santos Colombian President (Photo: Facebook official account)Colombia – Spying Scandal Hits FARC Peace Talks: Revelations have emerged that military intelligence agents may have illegally tapped the phones of government negotiators engaged in peace talks with the guerrilla group FARC. Weekly magazine Semana yesterday published a report based on a 15-month investigation into the alleged spying, which it says began in September 2012, two months before peace negotiations began in Havana. Colombian President Juan Manuel Santos today ordered a full investigation into the allegations, saying that “dark forces” were looking to sabotage the peace talks with FARC. “It is unacceptable from any point of view that this type of intelligence is undertaken against ordinary citizens, political opposition, and much less against state officials,” said Santos. Paraguay – Farmers Demand Investigation into Activist’s Murder: Members of the National Farming Federation (FNC) protested today outside the Ministry of Interior and Public Prosecutor’s Office to demand an investigation into the killing of farmer Nery Benítez in the San Pedro district on Sunday. Benítez was shot 12 times in the rural community of Luz Bella, in what the FNC says was payback for his participation in local protests against the chemical spraying of soy fields in the area. A day before his death, Benítez was part of a group of around 80 protesters that clashed with police over an operation to clear more land in the area to make way for soy cultivation. In a statement on its website today, the FNC said: “the murder has all the characteristics of a revenge attack, because Nery Benítez actively participated in the resistance and after the police repression was responsible for getting the injured to hospital.” Peru – Hundreds of Dead Dolphins Found: More than 400 dead dolphins were found washed up along Peru’s northern coastline in the month of January, compared to around 800 in the whole of 2012. Autopsies are being carried out to determine the cause of these mass deaths, though so far there are no conclusive answers. Early studies by the Peruvian Sea Institue (Imarpe) suggested that the animals were not poisoned by anything used by fishermen, though it is awaiting the results of further tests. Imarpe also noted that dolphins and other marine mammals are frequently drowned after getting caught in fishing nets. Animal conservation group Mundo Azul, meanwhile, says the practice of killing dolphins for human consumption or to use as bait to hunt sharks in Peru is a major problem, despite being outlawed since 1996. The group estimates that around 15,000 dolphins are killed in this manner in Peru every year."	"News From Latin America; Round Ups Latin America; colombia; Dolphins; FARC; farmers; Paraguay; peru; police violence; santos; soy"	"http://www.argentinaindependent.com/currentaffairs/newsfromlatinamerica/latin-america-news-roundup-4th-february-2014/"	"2014-02-04 21:31:55"	"2014-02-04 21:03:30"	"85"	"General"	"argentina independent"
"169156"	"Argentina News Roundup: 15th January 2014"	"Today's news from Argentina: irregularities found in anti-drugs office; new ticketing system on Mitre line; earthquake hits San Juan."	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; corruption; Drug trafficking; earthquake; juan carlos molina; mitre; Once train crash; retiro; San Juan; sedronar; SUBE; tickets; tigre"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-15th-january-2014/"	"2014-01-15 22:26:46"	"2014-01-15 21:47:18"	"85"	"General"	"argentina independent"
"239505"	"Latin America News Roundup: 24th January 2014"	"Today's news from around the region: Bogotá mayor dismissal suspended; anti-World Cup protests expected in Brazil tomorrow; FARC admit responsibility in terrorist attack in Colombia."	"NULL"	"Current Affairs; News From Latin America; Round Ups Latin America; Bogota; bomb; brazil; colombia; FARC; Gustavo Petro; protests; terrorism; world cup"	"http://www.argentinaindependent.com/currentaffairs/latin-america-news-roundup-24th-january-2014/"	"2014-01-25 00:28:35"	"2014-01-25 00:02:23"	"85"	"General"	"argentina independent"
"166198"	"Partido de la Red: A New Model for Democracy"	"Lucy Adler talks to Buenos Aires' newest and most innovative party, Partido de la Red, about their views on democracy and the use of technology to improve it."	"NULL"	"Current Affairs; TOP STORY; democracy; direct democracy; participation; partido de la red; technology"	"http://www.argentinaindependent.com/currentaffairs/partido-de-la-red-new-model-democracy/"	"2014-01-15 16:26:42"	"2014-01-15 15:00:45"	"85"	"General"	"argentina independent"
"24110"	"Yoga Booty Ballet in BA"	"Lucy Adler puts aside her scepticism and has a go at Yoga Booty Ballet, a novelty take on exercise classes brought from the US to Buenos Aires by teacher Dafne Schilling."	"NULL"	"Sport; Travel; ballet; fitness; yoga"	"http://www.argentinaindependent.com/life-style/sport/yoga-booty-ballet-in-ba/"	"2013-12-23 18:17:50"	"2013-12-23 16:00:15"	"85"	"General"	"argentina independent"
"151841"	"Argentina News Roundup: 13th January 2014"	"Today's news from Argentina: animal rights' activists protest Jesús María festival; government authorises wheat exports; Ezeiza baggage handlers go on strike."	"NULL"	"Current Affairs; News From Argentina; News Round Ups; Round Ups Argentina; aerolineas argentinas; animal cruelty; animal rights; axel kicillof; baggage handlers; bread; bronc riding; flour; horses; jesus maria; strike; wheat exports"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-13th-january-2014/"	"2014-01-13 21:47:49"	"2014-01-13 21:15:42"	"85"	"General"	"argentina independent"
"18802"	"Sparks Fly Between Power Companies and Government"	"After six days of rolling blackouts, power companies have defended themselves in response to Cabinet Chief Jorge Capitanich threat to nationalise them if outages continued."	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; blackout; capitanich; edenor; edesur"	"http://www.argentinaindependent.com/currentaffairs/sparks-fly-power-companies-government/"	"2013-12-20 21:56:02"	"2013-12-20 21:21:57"	"85"	"General"	"argentina independent"
"481448"	"Argentina News Roundup: 27th February 2014"	"Argentina's news today: No agreement in Villa Lugano terrain occupation; Despegar.com offices closed for tax evasion; Gay Russian couple seek political refugee status in Argentina"	"Occupiers are refusing to leave the terrain in Villa Lugano (Photo: Gustavo Amarellee/Télam/lz) No Agreement in Lugano Terrain Occupation: A terrain in the Buenos Aires neighbourhood of Villa Lugano continues to be occupied by some 200 people who moved onto the plot in the early hours of Tuesday morning, in a tense occupation that led to a 30-year-old man being shot and killed. Osvaldo Soto was buried today, as negotiations continued between the city government, law enforcement, and the occupiers. However, the talks have so far been fruitless, and the City Government’s Social Development Minister, Carolina Stanley, said that the government would not “negotiate with those who break the law”, and dismissed out of hand the possibility of economic assistance to those who had taken over the plot of land, which is close to Parque Indoamericano and next to Villa 20, in the south of the city. The settlers are demanding land to build property, claiming the city government has failed to deliver on promises of social housing. So far the government has refused to use force to evict the settlers, perhaps as a similiar stand-off in Parque Indoamericano, when 5,000 settlers occupied the park in December 2010, led to violent clashes in which three were killed. Negotiations are set to resume tomorrow. Despegar.com Offices Closed for Tax Evasion: The government has announced the closure of the offices of Despegar.com travel website for alleged tax evasion. The announcement comes after a raid on the offices by AFIP tax agency officials and police yesterday afternoon. According to AFIP the company is under investigation for not paying taxes on profits made and for using a group company with offices in the United States for various transactions, taking advantage of a tax loophole for foreign non-residents of Argentina. In a statement, head of AFIP Ricardo Echegaray said: “Countries who undertake activity in Argentina should know that they have to pay taxes in our country … We know that the G-20 are deciding what to do with large multinationals which hide their activities in off-shore companies, and we are taking concrete action against those who are dodging their taxes.” However, Despegar.com today won an injunction which will allow the website to continue to function from Argentina whilst the investigation continues, although all transactions must be done online, as the travel agency’s offices will remain closed. Russian Gay Couple Seek Refugee Status: A gay couple from Russia who got married in Buenos Aires today have officially asked for political refugee status, as they fear persecution if they return to their homeland. Alex and Dimitri, from Sochi, which recently hosted the Winter Olympics, left Russia as a result of the homophobic persecution which has become a policy of current president Vladimir Putin’s administration. A few months ago, María Rachid, a national deputy known for her LGBT activism, called on the government to offer asylum to those who were persecuted for their sexual orientation, specifically mentioning Russia. In July 2010, Argentina became the first country in Latin America to fully legalise same-sex marriage."	"Current Affairs; News From Argentina; Round Ups Argentina; despegar.com; gay; LGBT; lugano; occupy; raid; refugee; Russia; tax evasion; terrain"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-27th-february-2014/"	"2014-02-27 22:24:12"	"2014-02-27 21:25:08"	"85"	"General"	"argentina independent"
"50032"	"Argentina News Roundup: 27th December 2013"	"The day's news from Argentina: bus fares go up in Buenos Aires, long-distance bus drivers cancel next week's strike, national government re-finances provinces' debts, and Siemens executives are prosecuted for bribes scandal."	"NULL"	"Current Affairs; News From Argentina; Round Ups Argentina; bribes; bus fares; capitanich; debt; menem; provinces; randazzo; Siemens; strike"	"http://www.argentinaindependent.com/currentaffairs/argentina-news-roundup-27th-december-2013/"	"2013-12-28 00:34:23"	"2013-12-27 23:49:24"	"85"	"General"	"argentina independent"
"160160"	"Latin America News Roundup: 14th January 2014"	"Today's news from around Latin America: Colombian court suspends ruling to depose besieged Bogotá mayor; Guatemalan indigenous groups challenge annulling of Ríos Montt trial; Venezuelan interior minister launches series of meetings to improve national security"	"NULL"	"Current Affairs; News From Latin America; Round Ups Latin America; colombia; deposition; guatemala; petro; ríos montt; security; venezuela"	"http://www.argentinaindependent.com/currentaffairs/latin-america-news-roundup-14th-january-2014/"	"2014-01-14 21:50:13"	"2014-01-14 21:47:49"	"85"	"General"	"argentina independent"
"325382"	"Argentina News Roundup: 5th February 2014"	"Today's news from Argentina: nine killed in Barracas fire; president announces pensions' increases; petrol prices to rise no more than 6%."	"Firefighter at the scene (photo: Daniel Dabove/Télam/lz) Nine Killed in Barracas Fire: Nine people have died as a result of a fire in the Buenos Aires neighbourhood of Barracas. The fire started this morning at around 8.15am in a storage facility owned by US company Iron Mountain, its causes are still unknown. As firefighters worked to control the fire, a brick wall collapsed, trapping them under the rubble. Seven firefighters and two members of Civil Defence died due to the wall collapse, and 12 people were hospitalised. Security Secretary Sergio Berni confirmed this afternoon that six out of the 12 have already left hospital, and the remaining six are out of danger. Iron Mountain released a statement confirming that “all Iron Mountain employees are safe and accounted for” and assured that “we will investigate the cause of the fire and work closely with local investigators, police and fire authorities to understand what happened. The building was equipped with both fire-detection as well as a sprinkler system.” Authorities confirmed that the fire has now been contained. Presidential Announcements: President Cristina Fernández de Kirchner announced yesterday an 11.31% increase in pensions and a 200% increase in the yearly school allowance. The increase brings the minimum pension to $2,757 and the maximum to $20,109, and the school allowance, which is paid at the beginning of every school year, to $510 per child. During the televised speech, the president also announced that the government will launch a new price agreement to cover school materials shortly. “We believe in the development of the economy through consumption and investment,” said President Fernández, as she criticised businessmen who “instead of taking their foreign currency earnings overseas” should “re-invest them in the country.” As wage negotiations approach, she also took aim at unionists, saying: ”When I see union leaders who, before speculative maneuvers, the only solution they offer is increasing salaries and nothing else, I think they don’t understand what’s going on and that some want to enter a situation where the only ones who will be worse off are going to be the workers.” Petrol Price Capped: Economy Minister Axel Kicillof announced this afternoon that the government has reached an agreement with oil companies in order to put a cap on petrol prices. Companies will only be allowed to put prices up by 6%. In this context, Shell, which had increase its prices by 12%, will have to bring them back down to last week’s levels, whilst the other companies included in the agreement -YPF, Oil, Axion (Esso), and Petrobras- will be able to increase them. Kicillof also informed that demand for petrol rose by 142% between 2003 and 2013, and by 9% in 2013 compared with the previous year."	"News From Argentina; Round Ups Argentina; Barracas; fire; firefighters; pensions; Petrol prices; school allowance"	"http://www.argentinaindependent.com/currentaffairs/newsfromargentina/argentina-news-roundup-5th-february-2014/"	"2014-02-06 00:32:23"	"2014-02-05 23:44:20"	"85"	"General"	"argentina independent"
"369203"	"BA Embraces the CrossFit Challenge"	"Chiara Gnoli puts her doubts and trepidation to one side and has a go at the Buenos Aires take on the exercise craze sweeping the world: CrossFit."	"You may have heard your friends or colleagues excitedly talking about a little thing called “CrossFit”. The exercise craze that’s been spreading like wild-fire all over the world has arrived with a bang in Buenos Aires. Crossfit gyms, or as they like to call them “boxes”, which are in actual fact large warehouses, are popping up all over Buenos Aires. Having spoken to friends about the workout, upon arrival at the gym in Palermo Hollywood, I was mainly feeling fear. CrossFit is a high intensity workout that promises to tackle every muscle in your body. The workouts change daily, meaning that no two classes are the same. Unlike many other exercise classes, in a CrossFit box there are no mirrors – the philosophy is that you leave your ego outside of the box and work your hardest to push your boundaries physically. A typical one-hour class will include elements of cardio, weight lifting, gymnastics, and core training. Crossfit military training (photo by Arctic Warrior, via flickr) If that doesn’t scare you enough, the description on the official website most certainly will: “CrossFit is the principal strength and conditioning programme for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundred of other elite and professional athletes worldwide.” But, having decided that this year will be the year I finally get into tip top shape, I decided to face my fear and head on down to a box to give it a shot. The workouts are hard, but in actual fact, I found the entire experience exhilarating. It is not (just) an hour long sweat-fest: in reality, 45 minutes are spent perfecting various exercises like lunges, squats, burpees, and a combination of weight lifts with squats. We’ve all heard the phrase before – it’s not how many squats you do, it’s HOW you do them! It’s all about the technique: if you do it right, you’ll only need a few repetitions of the exercise in order to reap the benefits. This is where CrossFit wins as an all-round class that really helps you achieve results. The trainers focus on exactly this – making sure you are doing exercises correctly. While one instructor leads the class, another walks around and adjusts your posture and technique. CrossFit class at Tuluka (photo via CrossFit Tuluka Facebook page) After 45 minutes of this comes the hard bit. The last ten minutes focus on the notorious “workout of the day” (WOD) which each instructor will decide on at the beginning of the day. The day I attended, the WOD was a strenuous combination of ten burpees, 25 squats, 50 lunges, and 100 star jumps… TWICE! They put a ten minute timer on and you do as much as you can before the buzzer goes off. The point is to get a high impact training and to test your fitness level. The idea is that, as you keep attending CrossFit, you’ll see your ability to make progress on the WODs increase. Without those pesky wall-mirrors, you’re encouraged to concentrate on your ability to keep going rather than how you look. The attentive instructors encourage you and ensure you are sticking to the technique. They are the hardest ten minutes of the entire class, but you end up feeling invigorated and full of energy. Writing this in the days after the class, I have a seriously bad case of the aches in areas I didn’t even know existed. It was definitely worth it, however, and the prospect of actually doing exercise properly for once makes it all the more appealing. The CrossFit team are serious: before you attend, you must go through a health check to ensure you are able to take part in the class. Throughout the workout, you’ll feel as though you have your own personal trainer. CrossFit is really a mentality, and while I was sceptical at first thinking it was just a hipster fad, I quickly realised it lives up to the hype. It’s a serious workout that encourages participants to focus on technique and push their boundaries. Try it out for yourself! I tried a class with CrossFit Tuluka, an established group with various locations in Buenos Aires – to find the nearest box to you and information about prices, visit the website. There are other options in the city, including CrossFit Rex, with a box in Monserrat (near San Telmo), Kasten CrossFit (Palermo) or CrossFit Unidos, located in Villa Crespo."	"Expat; Sport; buenos aires; crossfit"	"http://www.argentinaindependent.com/life-style/sport/ba-embraces-crossfit-challenge/"	"2014-02-11 19:37:24"	"2014-02-11 19:00:40"	"85"	"General"	"argentina independent"
